Numéro de boucle;Jour;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Total;Probabilité de présence d'anomalies;Jour de la semaine;Boucle de comptage;Date formatée;Vacances
945;2021-10-29;16;2;1;2;1;3;2;16;62;55;25;21;38;28;31;20;52;51;61;50;29;14;18;19;617;;5;945 - Magellan vers Ouest;2021-10-29;Vacances de la Toussaint
679;2021-10-29;0;0;0;0;0;0;0;1;7;7;3;2;3;6;6;0;5;2;11;5;3;1;1;2;65;;5;679 - Bd Malakoff vers Gare Sud;2021-10-29;Vacances de la Toussaint
680;2021-10-29;2;3;1;0;4;2;7;16;37;28;25;26;29;18;23;33;37;39;38;37;31;16;7;9;468;;5;680 - Stalingrad vers ouest;2021-10-29;Vacances de la Toussaint
683;2021-10-29;29;18;17;10;0;3;2;8;54;24;4;5;50;31;29;29;42;64;60;46;31;12;12;19;599;;5;683 - pont Anne de Bretagne vers Nord;2021-10-29;Vacances de la Toussaint
979;2021-10-29;18;15;6;9;9;12;21;24;51;30;36;45;30;39;81;51;84;150;135;63;15;30;18;12;984;;5;979 - pont des 3 Continents vers Sud;2021-10-29;Vacances de la Toussaint
987;2021-10-29;2;2;0;1;1;0;2;3;10;4;3;3;7;9;4;8;14;18;27;13;7;6;2;4;150;;5;987 - Tremie vers Est;2021-10-29;Vacances de la Toussaint
995;2021-10-29;6;2;1;1;1;3;6;27;95;72;42;36;41;48;40;37;61;87;78;42;35;23;16;4;804;;5;995 - Ceineray vers Ouest;2021-10-29;Vacances de la Toussaint
949;2021-10-29;3;4;4;1;1;1;3;2;9;3;1;6;14;9;9;8;13;15;12;13;9;3;2;3;148;;5;949 - avenue de la Libération vers Sud;2021-10-29;Vacances de la Toussaint
666;2021-10-29;9;5;2;3;0;1;0;5;13;9;4;9;12;7;15;14;18;21;14;21;9;10;5;3;209;;5;666 - Pont Audibert vers Sud;2021-10-29;Vacances de la Toussaint
725;2021-10-29;4;1;1;1;0;2;3;9;36;16;7;9;33;15;10;13;22;40;40;12;10;8;7;3;302;;5;725 - Pont Tabarly vers Sud;2021-10-29;Vacances de la Toussaint
959;2021-10-29;0;0;0;0;3;2;2;8;4;3;2;5;0;5;4;2;1;3;3;2;1;1;1;0;52;;5;959 - Sorinières Vers Sud;2021-10-29;Vacances de la Toussaint
960;2021-10-29;0;0;0;0;1;1;1;0;4;2;1;0;4;3;2;2;4;2;5;1;2;1;0;0;36;;5;960 - Sorinières Vers Nord;2021-10-29;Vacances de la Toussaint
989;2021-10-29;18;12;6;0;8;3;12;40;35;21;20;19;44;33;27;45;60;104;84;54;22;15;4;20;706;;5;989 - Kennedy vers Ouest;2021-10-29;Vacances de la Toussaint
664;2021-10-29;11;11;6;7;6;4;6;26;76;41;17;32;43;34;31;45;48;88;75;64;37;15;25;28;776;;5;664 - Bonduelle vers sud;2021-10-29;Vacances de la Toussaint
668;2021-10-29;9;7;1;3;7;4;5;10;34;14;7;17;26;31;26;34;43;76;73;43;26;11;15;17;539;;5;668 - De Gaulle vers sud;2021-10-29;Vacances de la Toussaint
670;2021-10-29;10;5;5;4;3;2;4;9;12;12;5;11;18;15;10;10;19;27;23;15;13;9;9;9;259;;5;670 - Pont de Pirmil vers Sud;2021-10-29;Vacances de la Toussaint
787;2021-10-29;18;8;4;2;4;4;11;38;167;132;78;80;88;87;66;69;105;138;138;123;83;47;37;22;1549;;5;787 - 50 Otages Vers Sud;2021-10-29;Vacances de la Toussaint
997;2021-10-29;0;1;0;0;1;1;6;17;55;17;18;11;25;21;19;20;44;42;37;39;13;11;4;2;404;;5;997 - Van Iseghem vers Sud;2021-10-29;Vacances de la Toussaint
676;2021-10-29;7;0;1;0;0;1;2;13;68;19;7;7;22;26;10;17;19;54;42;18;11;8;1;5;358;;5;676 - Pont Willy Brandt vers Beaulieu;2021-10-29;Vacances de la Toussaint
682;2021-10-29;17;16;9;10;3;5;10;21;141;127;30;39;51;50;46;38;65;69;95;73;45;24;9;24;1017;;5;682 - pont Anne de Bretagne vers Sud;2021-10-29;Vacances de la Toussaint
948;2021-10-29;3;1;2;3;0;0;1;8;15;11;2;7;27;14;7;12;19;33;31;18;8;4;1;2;229;;5;948 - Bd Malakoff vers Est;2021-10-29;Vacances de la Toussaint
667;2021-10-29;31;12;17;4;11;13;35;102;262;146;88;73;138;134;106;119;149;234;222;175;119;85;37;29;2341;;5;667 - Entrée pont Audibert vers Nord;2021-10-29;Vacances de la Toussaint
673;2021-10-29;0;0;3;0;0;0;4;3;12;10;3;2;7;19;7;6;11;17;18;17;18;11;3;3;174;;5;673 - Pont de Pornic vers Sud;2021-10-29;Vacances de la Toussaint
943;2021-10-29;4;1;0;1;0;2;0;6;27;19;4;8;10;9;7;4;21;22;18;14;3;4;1;2;187;;5;943 - Magellan vers Ouest;2021-10-29;Vacances de la Toussaint
996;2021-10-29;11;6;4;2;2;2;2;18;40;18;17;11;11;15;11;22;23;42;40;25;14;9;9;11;365;;5;996 - Van Iseghem vers Nord;2021-10-29;Vacances de la Toussaint
747;2021-10-29;5;2;3;0;4;0;4;33;61;41;19;22;23;30;15;22;24;47;65;23;9;6;4;5;467;;5;747 - Chemin de halage Tortière vers Nord;2021-10-29;Vacances de la Toussaint
745;2021-10-29;0;3;0;0;0;0;2;2;22;3;1;3;6;4;10;8;6;14;11;9;2;5;3;2;116;;5;745 - Calvaire vers Ouest;2021-10-29;Vacances de la Toussaint
947;2021-10-29;2;0;0;0;0;1;1;11;44;14;7;1;8;12;8;12;14;15;17;4;6;3;1;0;181;;5;947 - Bd Malakoff vers Ouest;2021-10-29;Vacances de la Toussaint
986;2021-10-29;1;0;0;0;0;0;5;1;32;20;11;4;11;6;11;10;15;18;19;19;15;5;4;8;215;;5;986 - Tremie vers Ouest;2021-10-29;Vacances de la Toussaint
994;2021-10-29;15;10;4;8;0;1;1;16;27;25;13;11;43;25;36;30;36;78;79;46;23;16;11;15;569;;5;994 - Ceineray vers Est;2021-10-29;Vacances de la Toussaint
742;2021-10-29;30;19;6;12;9;5;15;37;104;65;36;45;85;73;46;58;80;111;136;97;70;27;22;30;1218;;5;742 - Philippot vers Est;2021-10-29;Vacances de la Toussaint
667;2021-10-28;31;11;0;8;5;14;36;149;368;243;100;96;197;155;109;112;128;275;278;213;152;57;46;56;2839;;4;667 - Entrée pont Audibert vers Nord;2021-10-28;Vacances de la Toussaint
668;2021-10-28;9;3;2;4;4;2;11;19;50;40;10;19;38;24;26;35;54;117;147;83;37;24;10;17;785;;4;668 - De Gaulle vers sud;2021-10-28;Vacances de la Toussaint
994;2021-10-28;14;1;2;1;1;1;0;25;57;25;15;19;34;51;33;33;44;85;115;61;27;23;29;32;728;;4;994 - Ceineray vers Est;2021-10-28;Vacances de la Toussaint
672;2021-10-28;5;1;5;0;2;0;15;80;219;103;34;32;47;49;41;45;75;144;171;103;40;25;19;25;1280;;4;672 - Pont de Pornic vers Nord;2021-10-28;Vacances de la Toussaint
665;2021-10-28;3;6;1;2;2;3;19;61;151;61;23;34;44;42;27;36;53;108;109;70;43;10;10;6;924;;4;665 - Bonduelle vers Nord;2021-10-28;Vacances de la Toussaint
675;2021-10-28;10;8;1;2;1;1;11;38;89;61;24;27;46;47;36;22;37;66;103;60;40;32;34;25;821;;4;675 - Pont Haudaudine vers Nord;2021-10-28;Vacances de la Toussaint
677;2021-10-28;1;1;1;0;0;1;8;30;61;24;0;1;0;0;0;0;1;2;4;0;2;0;0;0;137;;4;677 - Pont Willy Brandt vers Malakoff;2021-10-28;Vacances de la Toussaint
681;2021-10-28;12;4;6;4;5;1;1;22;32;29;7;9;42;37;32;18;36;61;70;44;30;21;25;24;572;;4;681 - Stalingrad vers est;2021-10-28;Vacances de la Toussaint
743;2021-10-28;10;7;1;2;2;6;14;41;150;117;55;54;91;86;72;57;72;138;170;146;73;43;39;56;1502;;4;743 - Philippot vers ouest;2021-10-28;Vacances de la Toussaint
943;2021-10-28;0;2;1;0;0;1;4;13;47;15;9;7;16;11;12;7;12;25;39;16;12;7;7;2;265;;4;943 - Magellan vers Ouest;2021-10-28;Vacances de la Toussaint
960;2021-10-28;0;0;0;0;1;1;1;3;8;5;2;2;5;5;3;2;7;7;8;3;0;0;0;0;63;;4;960 - Sorinières Vers Nord;2021-10-28;Vacances de la Toussaint
979;2021-10-28;27;3;6;0;6;12;12;24;99;66;42;54;42;36;60;54;105;198;240;90;24;27;27;36;1290;;4;979 - pont des 3 Continents vers Sud;2021-10-28;Vacances de la Toussaint
980;2021-10-28;0;0;0;0;1;0;0;3;5;3;3;3;5;1;3;4;3;7;10;1;3;1;0;1;57;;4;980 - Pont Tabarly vers Sud;2021-10-28;Vacances de la Toussaint
986;2021-10-28;0;0;1;0;0;0;5;13;43;19;10;9;14;13;11;12;13;24;34;23;19;5;9;3;280;;4;986 - Tremie vers Ouest;2021-10-28;Vacances de la Toussaint
988;2021-10-28;0;0;0;0;2;0;12;55;156;74;16;26;20;30;15;29;24;70;80;71;20;12;7;8;727;;4;988 - Kennedy vers Est;2021-10-28;Vacances de la Toussaint
995;2021-10-28;5;1;0;0;0;2;6;43;159;83;47;39;80;57;45;28;60;95;135;76;34;17;13;8;1033;;4;995 - Ceineray vers Ouest;2021-10-28;Vacances de la Toussaint
948;2021-10-28;3;2;1;0;0;0;2;21;35;22;11;7;32;27;16;13;18;63;50;28;11;7;5;6;380;;4;948 - Bd Malakoff vers Est;2021-10-28;Vacances de la Toussaint
996;2021-10-28;6;3;1;1;0;0;1;28;84;41;15;18;27;36;29;24;32;60;52;32;17;18;9;11;545;;4;996 - Van Iseghem vers Nord;2021-10-28;Vacances de la Toussaint
670;2021-10-28;11;5;1;0;2;1;7;22;26;19;9;20;19;20;14;18;25;39;41;17;19;12;11;8;366;;4;670 - Pont de Pirmil vers Sud;2021-10-28;Vacances de la Toussaint
881;2021-10-28;24;4;2;3;9;9;17;101;221;162;77;79;141;115;94;103;116;243;241;204;120;59;30;40;2214;;4;881 - Madeleine vers Sud;2021-10-28;Vacances de la Toussaint
747;2021-10-28;2;2;1;1;0;0;2;48;133;105;35;27;51;57;30;36;50;64;65;33;17;4;5;7;775;;4;747 - Chemin de halage Tortière vers Nord;2021-10-28;Vacances de la Toussaint
944;2021-10-28;1;1;1;0;0;1;3;12;43;28;9;7;21;11;9;11;18;35;35;15;17;3;6;5;292;;4;944 - Magellan vers Est;2021-10-28;Vacances de la Toussaint
744;2021-10-28;6;2;1;0;3;3;7;15;59;30;28;31;50;37;34;19;41;47;87;66;52;28;27;15;688;;4;744 - Calvaire vers Est;2021-10-28;Vacances de la Toussaint
785;2021-10-28;26;10;7;5;6;8;30;132;408;256;105;101;186;188;182;105;155;292;355;241;139;96;74;70;3177;;4;785 - 50 Otages Vers Sud;2021-10-28;Vacances de la Toussaint
786;2021-10-28;50;19;6;6;4;8;14;105;253;170;95;104;206;179;122;115;166;331;423;330;181;95;94;77;3153;;4;786 - 50 Otages Vers Nord;2021-10-28;Vacances de la Toussaint
727;2021-10-28;3;1;1;0;0;3;7;39;69;25;14;14;27;30;17;19;16;45;50;9;9;3;2;3;406;;4;727 - Pont Tabarly vers Nord;2021-10-28;Vacances de la Toussaint
666;2021-10-28;6;5;1;0;0;2;0;4;13;9;8;11;15;20;17;23;27;42;27;22;24;3;7;6;292;;4;666 - Pont Audibert vers Sud;2021-10-28;Vacances de la Toussaint
674;2021-10-28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;4;674 - Pont Haudaudine vers Sud;2021-10-28;Vacances de la Toussaint
742;2021-10-28;20;15;5;3;1;6;18;74;165;104;35;51;69;86;78;58;84;166;209;121;77;46;59;69;1619;;4;742 - Philippot vers Est;2021-10-28;Vacances de la Toussaint
745;2021-10-28;1;1;0;0;1;0;2;0;4;9;2;5;8;11;8;11;13;12;24;10;5;4;1;3;135;;4;745 - Calvaire vers Ouest;2021-10-28;Vacances de la Toussaint
847;2021-10-28;39;11;22;6;5;4;18;66;253;197;85;67;113;143;133;102;151;273;356;231;114;82;85;91;2647;;4;847 - Entrée pont Audibert vers Sud;2021-10-28;Vacances de la Toussaint
880;2021-10-28;28;9;17;6;4;2;17;74;264;167;71;54;90;118;117;73;108;197;246;134;67;62;58;66;2049;;4;880 - Madeleine vers Nord;2021-10-28;Vacances de la Toussaint
981;2021-10-28;2;0;0;0;0;1;1;4;14;2;7;6;9;10;9;10;9;16;21;8;3;1;2;1;136;;4;981 - Pont Tabarly vers Nord;2021-10-28;Vacances de la Toussaint
989;2021-10-28;6;4;4;3;8;11;12;69;72;32;19;30;49;30;43;58;71;132;140;82;34;22;33;33;997;;4;989 - Kennedy vers Ouest;2021-10-28;Vacances de la Toussaint
997;2021-10-28;0;0;1;0;0;1;3;25;102;33;22;37;38;30;22;22;49;96;91;54;17;7;3;1;654;;4;997 - Van Iseghem vers Sud;2021-10-28;Vacances de la Toussaint
669;2021-10-28;1;2;0;2;1;3;21;67;183;87;24;23;31;37;24;25;19;50;66;42;26;8;10;2;754;;4;669 - De Gaulle sortie Clémenceau vers Nord;2021-10-28;Vacances de la Toussaint
950;2021-10-28;2;0;0;1;1;8;18;61;138;54;23;25;28;27;15;17;30;30;28;28;20;8;2;2;566;;4;950 - avenue de la Libération vers Nord;2021-10-28;Vacances de la Toussaint
788;2021-10-28;50;23;14;15;9;1;5;54;137;76;38;66;112;110;87;92;103;201;276;185;115;83;53;92;1997;;4;788 - 50 Otages Vers Nord;2021-10-28;Vacances de la Toussaint
680;2021-10-28;8;1;2;0;4;5;8;28;47;38;23;20;38;32;25;25;34;41;71;46;28;15;12;4;555;;4;680 - Stalingrad vers ouest;2021-10-28;Vacances de la Toussaint
725;2021-10-28;0;0;2;2;1;2;5;14;67;31;11;5;34;22;14;19;27;55;63;28;10;4;8;1;425;;4;725 - Pont Tabarly vers Sud;2021-10-28;Vacances de la Toussaint
664;2021-10-28;14;4;2;2;5;2;8;51;130;78;15;34;47;59;40;44;57;127;121;99;50;25;24;30;1068;;4;664 - Bonduelle vers sud;2021-10-28;Vacances de la Toussaint
787;2021-10-28;8;6;2;1;2;1;13;77;286;198;76;80;113;105;117;72;107;159;207;162;105;46;42;24;2009;;4;787 - 50 Otages Vers Sud;2021-10-28;Vacances de la Toussaint
977;2021-10-28;3;0;0;0;0;0;0;0;12;9;3;6;15;6;6;15;12;30;18;12;0;0;0;0;147;;4;977 - pont des 3 Continents vers Nord;2021-10-28;Vacances de la Toussaint
959;2021-10-28;1;0;1;0;2;2;4;11;13;2;1;6;4;6;1;5;2;8;14;5;4;0;0;0;92;;4;959 - Sorinières Vers Sud;2021-10-28;Vacances de la Toussaint
679;2021-10-28;0;0;0;0;0;0;2;2;8;6;3;8;8;2;4;5;8;9;6;9;1;0;1;1;83;;4;679 - Bd Malakoff vers Gare Sud;2021-10-28;Vacances de la Toussaint
682;2021-10-28;6;5;1;0;4;7;12;48;239;154;52;44;72;78;60;44;54;120;165;146;71;36;28;36;1482;;4;682 - pont Anne de Bretagne vers Sud;2021-10-28;Vacances de la Toussaint
949;2021-10-28;3;1;1;0;1;0;1;3;7;6;4;8;11;5;4;8;15;32;43;21;17;6;10;4;211;;4;949 - avenue de la Libération vers Sud;2021-10-28;Vacances de la Toussaint
946;2021-10-28;11;6;2;2;1;2;7;29;120;91;28;29;71;49;38;38;53;107;86;66;48;14;20;24;942;;4;946 - Magellan vers Est;2021-10-28;Vacances de la Toussaint
947;2021-10-28;0;0;0;0;0;1;3;16;72;41;12;15;17;11;12;26;35;34;33;16;18;4;3;1;370;;4;947 - Bd Malakoff vers Ouest;2021-10-28;Vacances de la Toussaint
987;2021-10-28;0;0;0;0;0;0;0;8;16;6;4;5;8;8;13;4;11;29;21;20;4;4;11;2;174;;4;987 - Tremie vers Est;2021-10-28;Vacances de la Toussaint
890;2021-10-28;32;10;12;12;9;18;46;171;387;195;81;90;146;151;130;118;169;270;319;188;115;49;68;66;2852;;4;890 - Pont de Pirmil vers Sud;2021-10-28;Vacances de la Toussaint
945;2021-10-28;6;1;1;0;0;2;7;24;83;64;32;17;44;39;30;23;37;78;123;72;32;21;17;15;768;;4;945 - Magellan vers Ouest;2021-10-28;Vacances de la Toussaint
676;2021-10-28;4;1;0;0;0;1;5;27;101;47;12;16;36;21;15;12;35;73;88;55;17;11;8;11;596;;4;676 - Pont Willy Brandt vers Beaulieu;2021-10-28;Vacances de la Toussaint
683;2021-10-28;10;4;4;2;1;2;4;23;88;39;19;27;47;31;32;30;37;80;118;64;51;18;44;41;816;;4;683 - pont Anne de Bretagne vers Nord;2021-10-28;Vacances de la Toussaint
673;2021-10-28;1;0;0;0;0;0;5;14;19;17;9;11;14;11;4;12;17;24;30;25;13;10;13;8;257;;4;673 - Pont de Pornic vers Sud;2021-10-28;Vacances de la Toussaint
746;2021-10-28;0;0;0;0;0;1;5;25;83;23;31;29;51;44;41;36;62;114;131;51;22;1;1;0;751;;4;746 - Chemin de halage Tortière vers Sud;2021-10-28;Vacances de la Toussaint
944;2021-10-27;2;1;0;0;0;2;1;14;38;27;4;9;13;10;14;18;22;34;42;26;13;5;6;3;304;;3;944 - Magellan vers Est;2021-10-27;Vacances de la Toussaint
948;2021-10-27;1;2;0;0;0;0;4;17;31;21;6;11;28;22;15;16;31;50;59;19;11;3;4;10;361;;3;948 - Bd Malakoff vers Est;2021-10-27;Vacances de la Toussaint
977;2021-10-27;0;0;0;0;0;0;0;0;3;12;0;9;3;3;3;9;12;15;15;3;3;0;0;0;90;;3;977 - pont des 3 Continents vers Nord;2021-10-27;Vacances de la Toussaint
987;2021-10-27;1;2;0;0;0;3;2;3;15;12;3;5;16;11;8;5;16;21;33;14;13;14;8;1;206;;3;987 - Tremie vers Est;2021-10-27;Vacances de la Toussaint
744;2021-10-27;6;4;2;0;2;4;11;15;53;36;30;38;44;39;28;35;39;53;78;64;43;24;14;10;672;;3;744 - Calvaire vers Est;2021-10-27;Vacances de la Toussaint
997;2021-10-27;1;0;0;0;1;2;7;29;79;29;25;11;35;24;24;26;53;99;74;41;19;4;0;1;584;;3;997 - Van Iseghem vers Sud;2021-10-27;Vacances de la Toussaint
683;2021-10-27;1;3;2;1;0;1;3;30;74;41;14;21;50;35;25;31;43;92;121;70;66;16;32;21;793;;3;683 - pont Anne de Bretagne vers Nord;2021-10-27;Vacances de la Toussaint
786;2021-10-27;18;15;9;5;3;5;20;98;235;168;104;112;211;161;124;135;179;312;438;292;169;85;64;60;3022;;3;786 - 50 Otages Vers Nord;2021-10-27;Vacances de la Toussaint
727;2021-10-27;2;0;0;1;2;1;10;36;68;25;10;13;19;18;15;19;20;44;41;23;6;5;5;7;390;;3;727 - Pont Tabarly vers Nord;2021-10-27;Vacances de la Toussaint
681;2021-10-27;5;14;3;0;4;1;5;15;26;33;13;14;34;32;27;27;38;55;71;48;25;22;25;17;554;;3;681 - Stalingrad vers est;2021-10-27;Vacances de la Toussaint
672;2021-10-27;6;3;2;0;2;1;6;74;199;99;34;45;60;41;44;40;74;125;155;94;48;14;16;19;1201;;3;672 - Pont de Pornic vers Nord;2021-10-27;Vacances de la Toussaint
742;2021-10-27;13;7;5;1;2;5;19;76;156;115;42;54;87;91;61;60;85;163;202;147;95;34;39;54;1613;;3;742 - Philippot vers Est;2021-10-27;Vacances de la Toussaint
880;2021-10-27;22;10;6;7;3;2;23;75;231;149;59;76;109;133;102;91;121;188;235;163;71;64;49;46;2035;;3;880 - Madeleine vers Nord;2021-10-27;Vacances de la Toussaint
943;2021-10-27;1;0;0;0;0;1;1;19;31;19;3;5;9;13;7;2;12;20;33;15;15;3;4;0;213;;3;943 - Magellan vers Ouest;2021-10-27;Vacances de la Toussaint
995;2021-10-27;4;1;0;0;0;1;13;35;161;97;40;33;62;52;45;27;70;91;120;73;28;10;6;7;976;;3;995 - Ceineray vers Ouest;2021-10-27;Vacances de la Toussaint
746;2021-10-27;1;0;0;0;1;2;2;20;71;37;24;13;37;24;39;35;78;132;104;64;18;1;1;0;704;;3;746 - Chemin de halage Tortière vers Sud;2021-10-27;Vacances de la Toussaint
979;2021-10-27;9;3;3;6;3;12;15;39;96;84;27;69;57;63;57;120;102;213;225;87;18;33;21;15;1377;;3;979 - pont des 3 Continents vers Sud;2021-10-27;Vacances de la Toussaint
988;2021-10-27;0;0;0;1;0;0;8;49;125;68;11;16;30;41;20;22;23;68;80;55;23;1;2;3;646;;3;988 - Kennedy vers Est;2021-10-27;Vacances de la Toussaint
677;2021-10-27;1;0;0;1;0;1;10;24;55;17;8;11;19;21;8;5;14;18;30;20;19;2;1;0;285;;3;677 - Pont Willy Brandt vers Malakoff;2021-10-27;Vacances de la Toussaint
680;2021-10-27;4;0;2;1;1;2;10;28;49;46;22;25;39;30;35;22;36;39;55;43;19;12;5;10;535;;3;680 - Stalingrad vers ouest;2021-10-27;Vacances de la Toussaint
673;2021-10-27;2;1;0;0;0;0;8;9;26;18;7;6;9;16;8;8;13;17;28;17;20;14;6;10;243;;3;673 - Pont de Pornic vers Sud;2021-10-27;Vacances de la Toussaint
743;2021-10-27;8;3;4;0;3;2;12;59;162;115;42;56;80;69;65;53;73;105;165;136;68;33;28;35;1376;;3;743 - Philippot vers ouest;2021-10-27;Vacances de la Toussaint
787;2021-10-27;2;1;1;4;2;4;23;86;275;187;91;76;117;107;90;63;108;165;195;174;83;32;26;23;1935;;3;787 - 50 Otages Vers Sud;2021-10-27;Vacances de la Toussaint
667;2021-10-27;15;5;8;6;3;12;48;153;380;221;93;115;174;127;122;113;139;248;294;214;126;57;41;36;2750;;3;667 - Entrée pont Audibert vers Nord;2021-10-27;Vacances de la Toussaint
881;2021-10-27;13;5;3;5;2;8;27;102;218;142;86;93;142;98;96;91;128;210;246;229;110;59;34;30;2177;;3;881 - Madeleine vers Sud;2021-10-27;Vacances de la Toussaint
989;2021-10-27;5;3;0;2;8;8;25;77;60;25;19;28;54;44;29;47;80;138;137;77;33;27;26;23;975;;3;989 - Kennedy vers Ouest;2021-10-27;Vacances de la Toussaint
950;2021-10-27;1;0;1;3;1;6;22;49;109;41;24;13;27;23;17;11;22;31;48;22;6;9;4;5;495;;3;950 - avenue de la Libération vers Nord;2021-10-27;Vacances de la Toussaint
959;2021-10-27;0;0;0;1;2;2;7;11;13;4;10;3;1;7;4;3;9;15;4;3;2;3;3;0;107;;3;959 - Sorinières Vers Sud;2021-10-27;Vacances de la Toussaint
946;2021-10-27;8;5;2;0;0;4;8;29;121;90;18;26;52;40;46;36;38;94;102;50;42;16;15;15;857;;3;946 - Magellan vers Est;2021-10-27;Vacances de la Toussaint
947;2021-10-27;0;0;0;0;1;1;3;16;82;35;7;13;13;13;24;14;35;27;38;19;6;8;1;0;356;;3;947 - Bd Malakoff vers Ouest;2021-10-27;Vacances de la Toussaint
665;2021-10-27;4;0;0;2;1;3;24;58;137;67;20;25;51;42;33;24;53;91;105;68;29;18;11;9;875;;3;665 - Bonduelle vers Nord;2021-10-27;Vacances de la Toussaint
666;2021-10-27;0;1;0;1;1;0;1;7;12;14;7;12;13;10;18;20;25;32;36;21;11;8;8;2;260;;3;666 - Pont Audibert vers Sud;2021-10-27;Vacances de la Toussaint
679;2021-10-27;1;0;0;0;1;0;1;3;7;4;2;1;5;5;4;1;3;9;9;4;3;1;2;1;67;;3;679 - Bd Malakoff vers Gare Sud;2021-10-27;Vacances de la Toussaint
682;2021-10-27;5;5;3;1;2;3;14;51;220;174;42;42;66;75;70;46;52;120;148;109;65;19;28;24;1384;;3;682 - pont Anne de Bretagne vers Sud;2021-10-27;Vacances de la Toussaint
747;2021-10-27;1;0;1;1;0;0;5;76;102;83;24;26;39;44;29;27;34;65;71;33;14;4;6;8;693;;3;747 - Chemin de halage Tortière vers Nord;2021-10-27;Vacances de la Toussaint
945;2021-10-27;8;4;0;1;0;1;3;24;75;56;13;20;45;37;43;26;24;79;104;67;23;18;17;20;708;;3;945 - Magellan vers Ouest;2021-10-27;Vacances de la Toussaint
980;2021-10-27;0;0;0;1;0;0;1;4;4;2;2;3;4;2;5;4;1;6;10;4;1;1;3;0;58;;3;980 - Pont Tabarly vers Sud;2021-10-27;Vacances de la Toussaint
664;2021-10-27;6;2;1;0;3;2;12;39;115;65;27;24;49;46;41;52;42;112;143;62;43;25;25;28;964;;3;664 - Bonduelle vers sud;2021-10-27;Vacances de la Toussaint
670;2021-10-27;1;0;5;0;0;0;5;17;30;21;9;10;21;23;18;16;15;40;52;21;16;12;8;17;357;;3;670 - Pont de Pirmil vers Sud;2021-10-27;Vacances de la Toussaint
994;2021-10-27;2;1;0;0;0;2;1;32;43;30;17;31;43;48;28;28;47;73;122;61;38;13;17;21;698;;3;994 - Ceineray vers Est;2021-10-27;Vacances de la Toussaint
949;2021-10-27;1;1;0;1;1;0;2;10;13;7;4;8;13;11;6;2;17;26;39;21;6;6;2;5;202;;3;949 - avenue de la Libération vers Sud;2021-10-27;Vacances de la Toussaint
788;2021-10-27;17;15;7;2;4;3;5;64;114;79;52;70;115;118;86;94;123;158;308;199;124;60;53;64;1934;;3;788 - 50 Otages Vers Nord;2021-10-27;Vacances de la Toussaint
847;2021-10-27;37;14;6;10;5;4;16;78;241;173;62;79;155;174;135;110;144;254;304;224;126;83;82;71;2587;;3;847 - Entrée pont Audibert vers Sud;2021-10-27;Vacances de la Toussaint
890;2021-10-27;17;8;6;9;4;14;54;148;344;186;70;100;112;125;115;124;168;244;321;232;101;69;59;52;2682;;3;890 - Pont de Pirmil vers Sud;2021-10-27;Vacances de la Toussaint
674;2021-10-27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3;674 - Pont Haudaudine vers Sud;2021-10-27;Vacances de la Toussaint
676;2021-10-27;3;1;0;0;2;0;7;21;105;41;4;16;22;24;21;16;33;67;85;30;15;6;6;6;531;;3;676 - Pont Willy Brandt vers Beaulieu;2021-10-27;Vacances de la Toussaint
725;2021-10-27;2;0;0;0;0;2;3;13;67;31;7;10;26;13;14;14;20;53;64;25;9;4;4;2;383;;3;725 - Pont Tabarly vers Sud;2021-10-27;Vacances de la Toussaint
669;2021-10-27;5;0;0;2;3;5;23;73;179;75;25;24;35;43;24;23;33;57;65;36;13;11;4;5;763;;3;669 - De Gaulle sortie Clémenceau vers Nord;2021-10-27;Vacances de la Toussaint
981;2021-10-27;1;1;0;0;1;0;2;7;10;3;8;1;12;17;7;6;5;13;16;8;8;3;4;1;134;;3;981 - Pont Tabarly vers Nord;2021-10-27;Vacances de la Toussaint
996;2021-10-27;4;2;0;1;1;0;6;42;70;34;14;8;36;30;23;30;30;56;61;43;11;10;6;9;527;;3;996 - Van Iseghem vers Nord;2021-10-27;Vacances de la Toussaint
745;2021-10-27;1;1;0;0;0;0;1;6;8;7;4;5;8;12;11;13;10;27;17;11;9;3;2;1;157;;3;745 - Calvaire vers Ouest;2021-10-27;Vacances de la Toussaint
960;2021-10-27;0;0;0;0;0;0;3;4;6;4;4;6;5;1;3;3;7;15;7;0;0;0;0;0;68;;3;960 - Sorinières Vers Nord;2021-10-27;Vacances de la Toussaint
986;2021-10-27;0;0;0;1;0;0;3;9;39;33;14;7;12;15;15;6;12;21;25;26;9;2;1;6;256;;3;986 - Tremie vers Ouest;2021-10-27;Vacances de la Toussaint
668;2021-10-27;4;4;1;0;4;2;7;18;46;36;17;17;40;32;25;28;36;118;139;69;32;16;17;20;728;;3;668 - De Gaulle vers sud;2021-10-27;Vacances de la Toussaint
675;2021-10-27;6;3;4;3;2;2;11;47;85;55;28;15;51;44;35;33;25;74;79;65;58;15;19;19;778;;3;675 - Pont Haudaudine vers Nord;2021-10-27;Vacances de la Toussaint
